NC_genome COG Start End Ui
NC_011312 COG1726 1046336 1047676 13
NC_011312 COG1805 1047680 1048924 14
NC_011312 COG2869 1048914 1049684 9
NC_011312 COG1347 1049684 1050313 4
NC_011312 COG2209 1050321 1050917 6
NC_011312 COG2871 1050947 1052173 16
NC_011312 COG1477 1052339 1053376 12
NC_011312 COG2991 1053388 1053621 2
NC_011312 COG0389 1053775 1054689 5
NC_011312 COG3620 1057929 1058141 2
NC_011312 COG1061 1058783 1060183 13
NC_011312 COG5619 1060435 1061100 4
NC_011312 COG0389 1063619 1064671 6
NC_011312 COG4974 1064843 1066204 10
NC_011312 COG2195 1074320 1075774 14
NC_011312 COG2252 1076578 1077870 15
NC_011312 COG0503 1077908 1078366 3
NC_011312 COG1506 1078525 1079766 13
NC_011312 COG0263 1079931 1081040 8
NC_011312 COG0014 1081071 1082312 14
NC_011312 COG0320 1082414 1083379 11
NC_011312 COG0321 1083372 1084058 6
NC_011312 COG2921 1084196 1084465 2
NC_011312 COG1686 1084621 1085796 24
NC_011312 COG0797 1086079 1086888 7
NC_011312 COG0772 1086892 1088013 12
NC_011312 COG0768 1088013 1089890 19
NC_011312 COG1576 1089894 1090364 4
NC_011312 COG0799 1090368 1090685 5
NC_011312 COG1466 1090734 1091771 9
NC_011312 COG2980 1091774 1092406 11
NC_011312 COG0495 1092574 1095150 38
NC_011312 COG0815 1095871 1097376 15
NC_011312 COG4535 1097468 1098343 6
NC_011312 COG0319 1098413 1098874 4
NC_011312 COG1702 1098896 1099966 12
NC_011312 COG0621 1100110 1101534 13
NC_011312 COG0654 1101750 1102907 9
NC_011312 COG3436 1103415 1103762 5
NC_011312 COG1309 1107542 1108141 5
NC_011312 COG4395 1108316 1109266 9
NC_011312 COG0727 1109644 1109895 1
NC_011312 COG2983 1109923 1110495 6
NC_011312 COG4974 1110598 1111641 10
NC_011312 COG5518 1121868 1122902 12
NC_011312 COG5484 1122899 1124671 18
NC_011312 COG1734 1131216 1131431 2
NC_011312 COG5280 1132788 1134902 15
NC_011312 COG3299 1135222 1136406 8
NC_011312 COG5301 1136992 1139064 16
NC_011312 COG3491 1145099 1145938 12
NC_011312 COG1246 1146101 1146595 2
NC_011312 COG0775 1146709 1147524 16
NC_011312 COG3338 1147951 1148658 5
NC_011312 COG3083 1149433 1151238 21
NC_011312 COG3082 1151258 1151485 1
NC_011312 COG3081 1151562 1152578 5
NC_011312 COG3264 1152720 1153910 14
NC_011312 COG3436 1154092 1155579 16
NC_011312 COG3436 1155651 1155998 1
NC_011312 COG0349 1156366 1157490 3
NC_011312 COG0851 1157566 1157826 3
NC_011312 COG2894 1157829 1158641 7
NC_011312 COG0850 1158665 1159330 8
NC_011312 COG3100 1159542 1159823 5
NC_011312 COG2951 1159825 1160799 7
NC_011312 COG4121 1160921 1162963 18
NC_011312 COG0304 1163084 1164295 15
NC_011312 COG0111 1164455 1165585 8
NC_011312 COG0136 1165585 1166598 7
NC_011312 COG3170 1166802 1170623 27
NC_011312 COG0101 1170713 1171501 10
NC_011312 COG0777 1171682 1172572 8
NC_011312 COG0285 1172671 1173951 11
NC_011312 COG3147 1173961 1174530 2
NC_011312 COG1286 1174592 1175083 8
NC_011312 COG0034 1175118 1176632 11
NC_011312 COG0583 1176715 1177590 8
NC_011312 COG2204 1177829 1178932 16
NC_011312 COG2832 1178975 1179367 4
NC_011312 COG0503 1179452 1179997 4
NC_011312 COG2812 1180101 1182245 22
NC_011312 COG0718 1182334 1182669 3
NC_011312 COG0353 1182772 1183374 6
NC_011312 COG0705 1183346 1183906 6
NC_011312 COG2826 1184217 1185083 12
NC_011312 COG0232 1185629 1186975 17
NC_011312 COG1012 1187116 1188543 13
NC_011312 COG0697 1188622 1189506 12
NC_011312 COG1979 1189612 1190760 18
NC_011312 COG2207 1190957 1191841 9
NC_011312 COG0262 1191884 1192417 3
NC_011312 COG0436 1192485 1193699 13
NC_011312 COG1169 1194026 1195348 6
NC_011312 COG1165 1195345 1197078 18
NC_011312 COG0596 1197062 1197856 9
NC_011312 COG0447 1197861 1198727 10
NC_011312 COG1441 1198806 1199780 15
NC_011312 COG0318 1199768 1201165 8
NC_011312 COG4970 1206727 1207227 2
NC_011312 COG3137 1207732 1208481 10
NC_011312 COG0631 1209043 1209696 6
NC_011312 COG3455 1213243 1214070 1
NC_011312 COG3522 1214072 1215394 17
NC_011312 COG3521 1215406 1215894 4
NC_011312 COG3456 1215928 1217289 15
NC_011312 COG0542 1218905 1221523 24
NC_011312 COG3520 1221520 1222449 8
NC_011312 COG3519 1222512 1224263 26
NC_011312 COG3518 1224260 1224685 4
NC_011312 COG3517 1224773 1226248 10
NC_011312 COG3516 1226252 1226746 6
NC_011312 COG3923 1228750 1229310 8
NC_011312 COG0730 1229341 1230111 6
NC_011312 COG1199 1230178 1232262 18
NC_011312 COG3110 1233860 1234483 10
NC_011312 COG3203 1234971 1235969 14
NC_011312 COG0040 1236478 1237374 11
NC_011312 COG0141 1237380 1238675 18
NC_011312 COG0079 1238690 1239730 11
NC_011312 COG0131 1239808 1240881 8
NC_011312 COG0118 1240890 1241504 5
NC_011312 COG0106 1241619 1242356 8
NC_011312 COG0107 1242338 1243111 8
NC_011312 COG0139 1243108 1243728 7
NC_011312 COG2165 1243866 1244357 5
NC_011312 COG0564 1244482 1245168 8
NC_011312 COG1092 1245165 1246130 9
NC_011312 COG2350 1246625 1246927 4
NC_011312 COG1607 1247050 1247472 4
NC_011312 COG2917 1247571 1248116 4
NC_011312 COG0159 1249890 1250696 6
NC_011312 COG0133 1250696 1251886 19
NC_011312 COG0134 1251897 1253309 11
NC_011312 COG0547 1253315 1254322 11
NC_011312 COG0512 1254333 1254941 6
NC_011312 COG0147 1254941 1256578 18
NC_011312 COG0613 1256941 1257786 3
NC_011312 COG0009 1257859 1258479 3
NC_011312 COG2205 1258540 1261008 29
NC_011312 COG1187 1262544 1263608 10
NC_011312 COG1028 1263713 1264453 7
NC_011312 COG0616 1264620 1265681 10
NC_011312 COG0550 1266401 1269040 25
NC_011312 COG4104 1272188 1272484 3
NC_011312 COG3515 1272880 1274265 13
NC_011312 COG3157 1274426 1274818 2
NC_011312 COG3516 1274890 1275399 5
NC_011312 COG3517 1275399 1276880 8
NC_011312 COG3517 1276930 1278291 6
NC_011312 COG3518 1278288 1278710 4
NC_011312 COG3519 1278703 1280484 19
NC_011312 COG3520 1280466 1281449 13
NC_011312 COG0542 1281456 1284074 18
NC_011312 COG3456 1284376 1285320 4
NC_011312 COG3521 1285317 1285781 4
NC_011312 COG3522 1285784 1287100 15
NC_011312 COG3455 1287108 1288232 14
NC_011312 COG3385 1290747 1292054 7
NC_011312 COG0515 1293110 1293727 7
NC_011312 COG1280 1293881 1294516 9
NC_011312 COG2207 1294730 1295566 6
NC_011312 COG1296 1295639 1296352 7
NC_011312 COG4392 1296349 1296669 4
NC_011312 COG0179 1296672 1297286 8
NC_011312 COG2207 1297498 1298334 6
NC_011312 COG3981 1298406 1299218 3
NC_011312 COG2195 1299497 1300726 11
NC_011312 COG3069 1300729 1302093 14
NC_011312 COG0104 1302210 1303466 14
NC_011312 COG0583 1303596 1304492 6
NC_011312 COG0076 1304769 1306163 10
NC_011312 COG2985 1306260 1308137 20
NC_011312 COG0583 1308200 1309102 13
NC_011312 COG1741 1309250 1310101 11
NC_011312 COG0435 1310164 1311135 6
NC_011312 COG3157 1311319 1311840 5
NC_011312 COG4667 1312374 1314290 17
NC_011312 COG3436 1314395 1315882 18
NC_011312 COG3436 1315953 1316300 0
NC_011312 COG0673 1318900 1319895 9
NC_011312 COG4533 1319907 1321394 12
NC_011312 COG2207 1321384 1322226 6
NC_011312 COG1280 1322229 1322831 12
NC_011312 COG0491 1323029 1323775 5
NC_011312 COG3655 1324485 1324712 2
NC_011312 COG3812 1324786 1325310 7
NC_011312 COG1114 1326995 1328293 12
NC_011312 COG3305 1328569 1329081 5
NC_011312 COG3637 1332155 1332745 9
NC_011312 COG3710 1333119 1334027 7
NC_011312 COG0456 1334541 1334876 2
NC_011312 COG2704 1335288 1336601 19
NC_011312 COG2358 1338909 1339841 12
NC_011312 COG4666 1339925 1341223 15
NC_011312 COG0834 1341374 1342474 7
NC_011312 COG0583 1342496 1343359 9
NC_011312 COG0583 1343523 1344458 11
NC_011312 COG1972 1344745 1345950 4
NC_011312 COG3436 1349592 1349939 5
NC_011312 COG1309 1351891 1352463 8
NC_011312 COG2992 1352593 1353501 11
NC_011312 COG0652 1353653 1354150 3
NC_011312 COG2367 1354293 1355156 8
NC_011312 COG2515 1355161 1356081 9
NC_011312 COG2020 1357404 1357871 5
NC_011312 COG0583 1358066 1358929 8
NC_011312 COG2834 1359029 1359820 5
NC_011312 COG0583 1359896 1360810 11
NC_011312 COG2936 1360921 1362912 28
NC_011312 COG1292 1362933 1364456 20
NC_011312 COG0484 1364764 1365657 11
NC_011312 COG3436 1366145 1366492 5
NC_011312 COG1737 1368340 1369143 8
NC_011312 COG2103 1369405 1370307 3
NC_011312 COG4681 1371318 1371857 4
NC_011312 COG0730 1371953 1372681 8
NC_011312 COG0583 1372689 1373696 9
NC_011312 COG0209 1377116 1379269 24
NC_011312 COG2199 1379624 1380955 16
NC_011312 COG2949 1381019 1381696 6
NC_011312 COG0281 1382175 1383863 17
NC_011312 COG3436 1387741 1388088 2
NC_011312 COG3436 1388160 1389647 21
NC_011312 COG1301 1390096 1391400 9
NC_011312 COG1292 1392050 1393654 19
NC_011312 COG4680 1393885 1394196 4
NC_011312 COG5499 1394217 1394594 0
NC_011312 COG3715 1395025 1396188 10
NC_011312 COG0510 1396332 1397294 10
NC_011312 COG0219 1397327 1397785 5
NC_011312 COG1432 1397881 1398354 3
NC_011312 COG0366 1398517 1399893 14
NC_011312 COG3436 1400807 1401154 4
NC_011312 COG3436 1401226 1402713 11
NC_011312 COG0840 1403518 1405509 17
NC_011312 COG0537 1405807 1406157 5
NC_011312 COG3014 1406225 1407622 19
NC_011312 COG5633 1407622 1408011 4
NC_011312 COG3417 1408058 1408648 3
NC_011312 COG3171 1413481 1413819 5
NC_011312 COG2226 1413903 1414646 6
NC_011312 COG0730 1414909 1415691 14
NC_011312 COG2084 1415702 1416598 13
NC_011312 COG2175 1416608 1417630 15
NC_011312 COG1167 1417791 1419131 9
NC_011312 COG0510 1419148 1419978 5
NC_011312 COG3335 1419991 1420344 4
NC_011312 COG3415 1420574 1420996 5
NC_011312 COG3150 1421218 1421769 6
NC_011312 COG1252 1422124 1423413 14
NC_011312 COG0513 1423587 1424891 20
NC_011312 COG3279 1429491 1430207 6
NC_011312 COG3275 1430200 1431882 18
NC_011312 COG1584 1432162 1432713 6
NC_011312 COG0501 1433272 1434147 11
NC_011312 COG4807 1434291 1434785 3
NC_011312 COG1301 1435503 1436786 14
NC_011312 COG0402 1437217 1438626 13
NC_011312 COG2989 1438827 1440365 25
NC_011312 COG3108 1440531 1441082 6
NC_011312 COG0017 1441205 1442605 7
NC_011312 COG0720 1442862 1443224 7
NC_011312 COG2374 1443279 1444295 9
NC_011312 COG0420 1444489 1445733 13
NC_011312 COG0419 1445730 1449410 36
NC_011312 COG1607 1449467 1449952 4
NC_011312 COG0814 1452557 1453711 11
NC_011312 COG1760 1457621 1458982 15
NC_011312 COG0814 1459080 1460330 7
NC_011312 COG0494 1460522 1461130 5
NC_011312 COG0147 1461130 1462500 14
NC_011312 COG1951 1462671 1464215 10
NC_011312 COG3385 1465291 1466616 13
NC_011312 COG0845 1467216 1468289 6
NC_011312 COG0845 1468292 1469371 13
NC_011312 COG0841 1469371 1472448 32
NC_011312 COG0626 1473236 1474426 11
NC_011312 COG3157 1475219 1475737 6
NC_011312 COG3501 1475814 1478078 20
NC_011312 COG3436 1482240 1482587 4
NC_011312 COG2374 1482981 1485653 20
NC_011312 COG1793 1487015 1487869 3
NC_011312 COG1609 1487925 1488926 11
NC_011312 COG0524 1489002 1489919 12
NC_011312 COG1879 1490100 1490978 7
NC_011312 COG1172 1491115 1492086 6
NC_011312 COG1129 1492098 1493612 14
NC_011312 COG1869 1493673 1494092 5
NC_011312 COG3304 1494709 1495161 4
NC_011312 COG3335 1496780 1497346 4
NC_011312 COG3415 1497364 1497786 8
NC_011312 COG0534 1499112 1500494 13
NC_011312 COG0307 1500753 1501364 9
NC_011312 COG3001 1501813 1502679 14
NC_011312 COG0791 1503335 1503823 8
NC_011312 COG2978 1504126 1505718 11
NC_011312 COG1187 1505861 1506550 5
NC_011312 COG3000 1506586 1507389 12
NC_011312 COG3148 1507476 1508219 9
NC_011312 COG1940 1508346 1509254 12
NC_011312 COG3012 1509379 1509711 2
NC_011312 COG3349 1510487 1512079 14
NC_011312 COG0303 1513835 1515616 19
NC_011312 COG0746 1515613 1516197 5
NC_011312 COG1122 1516209 1516883 9
NC_011312 COG2998 1517596 1518417 10
NC_011312 COG4191 1520143 1522170 14
NC_011312 COG0346 1522197 1522598 4
NC_011312 COG4125 1523086 1523517 7
NC_011312 COG0463 1523869 1524600 10
NC_011312 COG0586 1524623 1525201 7
NC_011312 COG3436 1530482 1530829 2
NC_011312 COG3436 1530901 1532388 11
NC_011312 COG0456 1534103 1534549 5
NC_011312 COG0451 1535018 1535806 11
NC_011312 COG2897 1535830 1536660 15
NC_011312 COG0456 1537500 1537976 6
NC_011312 COG3335 1538051 1538617 4
NC_011312 COG3415 1538635 1539057 3
NC_011312 COG0625 1540076 1540750 4
NC_011312 COG1670 1544754 1545284 3
NC_011312 COG1524 1546052 1548943 30
NC_011312 COG4336 1550006 1550791 5
NC_011312 COG1540 1550854 1551594 6
NC_011312 COG2049 1551597 1552316 3
NC_011312 COG1984 1552313 1553269 9
NC_011312 COG3436 1555101 1556588 13
NC_011312 COG1914 1556716 1557957 13
NC_011312 COG0741 1562147 1563268 14
NC_011312 COG3437 1563304 1565457 26
NC_011312 COG1526 1565543 1566394 3
NC_011312 COG1145 1567750 1569426 26
NC_011312 COG3381 1569431 1570042 4
NC_011312 COG0243 1570330 1573185 28
NC_011312 COG0437 1573197 1573805 4
NC_011312 COG2864 1573822 1574841 5
NC_011312 COG1670 1575087 1575620 4
NC_011312 COG2207 1579165 1579944 7
NC_011312 COG3335 1581620 1582186 5
NC_011312 COG3415 1582204 1582626 5
NC_011312 COG2826 1583876 1584832 12
NC_011312 COG2161 1585157 1585579 2
NC_011312 COG2026 1585901 1586185 3
NC_011312 COG2161 1586175 1586423 6
NC_011312 COG2334 1586716 1587504 11
NC_011312 COG0494 1587526 1587978 5
NC_011312 COG0456 1588003 1588503 5
NC_011312 COG3415 1590020 1590442 4
NC_011312 COG3335 1590460 1591026 5
NC_011312 COG1028 1592965 1593717 11
NC_011312 COG0300 1594166 1594882 5
NC_011312 COG2258 1595114 1595812 9
NC_011312 COG1278 1596113 1596643 2
NC_011312 COG0727 1596738 1597091 6
NC_011312 COG4886 1597367 1598788 13
NC_011312 COG3450 1599131 1599523 6
NC_011312 COG3415 1600270 1600692 5
NC_011312 COG3335 1600710 1601276 6
NC_011312 COG1247 1604231 1604734 1
NC_011312 COG1028 1604742 1605449 4
NC_011312 COG3394 1607512 1608273 6
NC_011312 COG3818 1608471 1608926 4
NC_011312 COG0110 1609303 1609851 7
NC_011312 COG2433 1609971 1610396 7
NC_011312 COG0384 1610424 1611224 12
NC_011312 COG1670 1611272 1611775 3
NC_011312 COG2226 1611858 1612607 12
NC_011312 COG2050 1613721 1614158 5
NC_011312 COG3791 1614222 1614635 1
NC_011312 COG1418 1614978 1615610 5
NC_011312 COG2509 1615691 1617301 13
NC_011312 COG0583 1617403 1618347 10
NC_011312 COG0534 1618507 1619874 14
NC_011312 COG2226 1619937 1620593 4
NC_011312 COG3264 1625550 1626425 6
NC_011312 COG3059 1628943 1629386 3
NC_011312 COG1309 1629520 1630077 5
NC_011312 COG0346 1630109 1630489 4
NC_011312 COG0695 1630666 1631229 5
NC_011312 COG0398 1631245 1631928 7
NC_011312 COG0402 1632486 1633874 16
NC_011312 COG0834 1634685 1635446 7
NC_011312 COG0730 1635734 1636627 11
NC_011312 COG0231 1636724 1637290 3
NC_011312 COG2966 1637373 1638545 8
NC_011312 COG0144 1638580 1640001 14
NC_011312 COG3008 1640170 1642812 27
NC_011312 COG2995 1642790 1644016 8
NC_011312 COG1132 1644034 1645827 13
NC_011312 COG1956 1645945 1646397 4
NC_011312 COG3109 1646621 1647253 4
NC_011312 COG0793 1647271 1649289 19
NC_011312 COG0167 1658502 1659512 6
NC_011312 COG0116 1660800 1662956 18
NC_011312 COG0488 1663185 1665095 21
NC_011312 COG3130 1666969 1667142 3
NC_011312 COG0764 1667298 1667816 5
NC_011312 COG1067 1667882 1669549 15
NC_011312 COG3120 1669730 1670176 4
NC_011312 COG0642 1671140 1673233 19
NC_011312 COG3287 1673234 1674418 8
NC_011312 COG3278 1675242 1676672 17
NC_011312 COG2993 1676685 1677296 9
NC_011312 COG4736 1677307 1677489 3
NC_011312 COG2010 1677486 1678460 6
NC_011312 COG3198 1678533 1679018 0
NC_011312 COG2217 1679025 1681400 16
NC_011312 COG3197 1681393 1681563 1
NC_011312 COG2836 1681553 1682227 3
NC_011312 COG0664 1682324 1683076 7
NC_011312 COG0589 1683229 1684173 7
NC_011312 COG0037 1684330 1685253 2
NC_011312 COG3436 1685721 1686068 2
NC_011312 COG3436 1686140 1687627 13
NC_011312 COG2992 1688306 1689043 7
NC_011312 COG5473 1689051 1689860 6
NC_011312 COG3842 1690197 1691315 11
NC_011312 COG1176 1691299 1692156 9
NC_011312 COG1177 1692156 1692926 5
NC_011312 COG0687 1692980 1694068 9
NC_011312 COG0687 1694251 1695294 3
NC_011312 COG0846 1695383 1696096 9
NC_011312 COG0583 1696300 1697211 9
NC_011312 COG1972 1697451 1698671 13
NC_011312 COG1359 1698752 1699042 2
NC_011312 COG3837 1699160 1699471 5
NC_011312 COG1357 1699484 1700140 3
NC_011312 COG1051 1701980 1702384 2
NC_011312 COG2267 1702528 1703538 12
NC_011312 COG0741 1704213 1706168 15
NC_011312 COG0726 1706725 1708062 7
NC_011312 COG5212 1713042 1714034 8
NC_011312 COG1609 1714289 1715311 12
NC_011312 COG1757 1715448 1716902 12
NC_011312 COG1168 1716912 1718084 6
NC_011312 COG2207 1718165 1718992 12
NC_011312 COG0697 1719060 1719956 12
NC_011312 COG1482 1720037 1721143 10
NC_011312 COG1168 1721143 1722312 12
NC_011312 COG1263 1722394 1723971 10
NC_011312 COG3415 1724094 1724516 2
NC_011312 COG3335 1724534 1725100 6
NC_011312 COG1609 1725340 1726362 12
NC_011312 COG0697 1726446 1727318 9
NC_011312 COG3415 1727439 1727861 8
NC_011312 COG3335 1727879 1728445 1
NC_011312 COG0561 1729423 1730166 6
NC_011312 COG3155 1730343 1730993 6
NC_011312 COG0346 1731257 1731661 10
NC_011312 COG3713 1731713 1732441 10
NC_011312 COG0535 1733066 1734028 8
NC_011312 COG3222 1734710 1735324 9
NC_011312 COG3415 1736783 1737205 6
NC_011312 COG3335 1737223 1737789 5
NC_011312 COG0622 1737876 1738826 11
NC_011312 COG4857 1738833 1740002 11
NC_011312 COG0840 1740065 1741708 18
NC_011312 COG2826 1741945 1742901 10
NC_011312 COG4453 1743084 1743371 1
NC_011312 COG3153 1743368 1743871 8
NC_011312 COG2929 1744395 1744658 4
NC_011312 COG2944 1747082 1747396 1
NC_011312 COG2026 1747383 1747739 5
NC_011312 COG2333 1750561 1751307 14
NC_011312 COG3436 1753373 1753720 5
NC_011312 COG3436 1753792 1755279 12
NC_011312 COG1446 1756764 1757726 11
NC_011312 COG1440 1757741 1758046 1
NC_011312 COG1447 1758057 1758377 4
NC_011312 COG3436 1759060 1759407 2
NC_011312 COG3436 1759479 1760966 9
NC_011312 COG0071 1763023 1763442 8
NC_011312 COG0443 1763657 1765555 21
NC_011312 COG3436 1766058 1766405 3
NC_011312 COG3436 1766477 1767964 21
NC_011312 COG0122 1768022 1768630 6
NC_011312 COG0790 1768823 1769839 14
NC_011312 COG0580 1770234 1770923 8
NC_011312 COG2925 1775608 1777032 11
NC_011312 COG1380 1777055 1777387 3
NC_011312 COG0295 1779190 1780098 12
NC_011312 COG0154 1780153 1781319 12
NC_011312 COG0027 1781538 1782713 11
NC_011312 COG1448 1782903 1784102 12
NC_011312 COG0583 1785450 1786424 13
NC_011312 COG5404 1789542 1789946 5
NC_011312 COG1315 1790585 1792273 13
NC_011312 COG0695 1792347 1792634 1
NC_011312 COG0152 1793641 1794744 6
NC_011312 COG1643 1795434 1799330 40
NC_011312 COG2885 1799568 1800635 9
NC_011312 COG2920 1804059 1804385 7
NC_011312 COG1254 1804404 1804676 4
NC_011312 COG1092 1806799 1807989 18
NC_011312 COG0584 1821978 1823036 12
NC_011312 COG2271 1823160 1824611 16
NC_011312 COG3436 1825069 1825416 2
NC_011312 COG0582 1830387 1831628 14
NC_011312 COG2826 1832987 1833943 10
NC_011312 COG2996 1834851 1835756 6
NC_011312 COG0574 1837282 1838166 11
NC_011312 COG0722 1838388 1839440 10
NC_011312 COG1666 1839456 1839938 9
NC_011312 COG1164 1840008 1841789 23
NC_011312 COG2988 1841899 1842912 9
NC_011312 COG0776 1843115 1843411 2
NC_011312 COG0072 1843935 1846322 24
NC_011312 COG0016 1846340 1847323 4
NC_011312 COG3415 1850439 1850861 3
NC_011312 COG3335 1850879 1851445 4
